initial condition,time,time over period,psi_m,residual
moderate,11.671279970040294,1.8575418994413408,0.04667414256082035,9.396331679644992e-07
moderate,11.759033954777438,1.8715083798882681,0.046185220332060246,9.297902974576546e-07
moderate,11.846787939514583,1.8854748603351954,0.045701419674531174,9.200505332050255e-07
moderate,11.934541924251729,1.8994413407821231,0.045222686938613026,9.104127952083075e-07
moderate,12.022295908988873,1.9134078212290504,0.04474896903667755,9.008760146997923e-07
moderate,12.110049893726018,1.9273743016759777,0.04428021343720142,8.914391341306999e-07
moderate,12.197803878463164,1.9413407821229052,0.043816368158940994,8.821011070486621e-07
moderate,12.285557863200308,1.9553072625698324,0.04335738176516782,8.728608978760292e-07
moderate,12.373311847937453,1.9692737430167597,0.04290320335796502,8.637174820207157e-07
moderate,12.461065832674599,1.9832402234636872,0.04245378257258276,8.546698454969865e-07
moderate,12.548819817411744,1.9972067039106145,0.04200906957185353,8.457169850304699e-07
moderate,12.636573802148888,2.011173184357542,0.041569015040665395,8.368579078131264e-07
moderate,12.724327786886034,2.0251396648044695,0.04113357018049334,8.280916314332399e-07
moderate,12.812081771623179,2.0391061452513966,0.04070268670398808,8.194171837879064e-07
moderate,12.899835756360323,2.053072625698324,0.040276316829621156,8.108336029371822e-07
moderate,12.98758974109747,2.0670391061452515,0.03985441327638655,8.023399370574115e-07
moderate,13.075343725834614,2.0810055865921786,0.03943692925855748,7.939352442603695e-07
moderate,13.163097710571758,2.094972067039106,0.03902381848049819,7.8561859251742e-07
