entry shift over period,entry time,entry distance,error at m=0,error at m=8,median reduction factor
0.4,8.859291283123216,0.10307791325661136,1.171548479798246e-16,5.6187248008248636e-15,1.0143115179078515
1.2,13.885839528866885,0.05644671835089601,0.0006521516437358191,3.7651086986193305e-09,0.22136040453771677
2.15,19.854865570687494,0.027586834022303296,0.0007967692038602995,4.598550029027029e-09,0.22136031869588965
